Unnamed: 0,word1,word2,class
2826,mqwa,kumArasya,3
2827,upacAra,arWaM,3
2828,arWa,saMgrahasya,3
2829,niSiwa,paraSvaXaH,1
2830,kAla,yukwAni,3
2831,waw,apekRAm,3
2832,Axi,niXanA,1
2833,mahaw,pawivrawA,3
2834,viBAjana,pattikAyAH,3
2835,maXya,vayaskaH,1
2836,na,aswikaH,3
2837,vigawa,mawsarAH,1
2838,jiwa,Sawrum,1
2839,pAre,gafgaM,0
2840,vacanIya,parAkramAH,1
2841,SApa,xAnam,3
2842,na,AvaSyakAH,3
2843,vi,SokaM,1
2844,na,Xqwiwvam,3
2845,pApa,buxZXiBiH,1
2846,parama,arWAya,1
2847,a,lAGavam,3
2848,waw,vyAjena,3
2849,saha,purohiwaH,1
2850,mArga,AyAsaH,3
2851,vi,guNam,0
2852,vaswra,anwarAw,3
2853,aSana,Axi,1
2854,para,SriyA,3
2855,kqwa,aparAXa,1
2856,mArksa,AKyaH,1
2857,sa,moxA,1
2858,prawi,uwwaraH,3
2859,prApwa,pawre,1
2860,yajFa,rUpANi,3
2861,sam,Ayojiwa,3
2862,su,kqwe,3
2863,kqwa,AvAsayoH,1
2864,kula,swriyaH,3
2865,para,sAXanAH,1
2866,nir,ifgaH,3
2867,BayAnaka,AkqwayaH,3
2868,safKyA,awIwA,1
2869,Sukla,pakRasya,3
2870,na,wulA,1
2871,vipaxyamAna,BAgyena,1
2872,hufkAra,mAwreNa,3
2873,kAraNa,sAmagryaM,3
2874,navan,pITam,3
2875,su,xUrAw,3
2876,Pala,KaNdanam,3
2877,na,svasWAyAH,3
2878,karkaSa,svareNa,3
2879,sawwva,saMjFa,1
2880,sahasra,akRaM,1
2881,vaniwA,sahAyAH,1
2882,prawi,Sruwam,3
2883,mahA,mawim,1
2884,kROxra,saMyuwaH,3
2885,saMgraha,aXyAyO,3
2886,para,piNdena,3
2887,vajra,saMhawam,3
2888,rUkRa,BAvAw,1
2889,parama,vismiwaH,3
2890,Kadga,bahiRkaraNAya,3
2891,na,avalokiwa,3
2892,afguRTa,AxO,1
2893,awi,xveRI,1
2894,paFcan,upaniRaxEH,3
2895,rAga,AwmakaM,1
2896,vyAsa,mahoxayena,3
2897,lohiwa,varNam,3
2898,capaNduka,mahoxaya,3
2899,Baya,aBaye,2
2900,hawyA,Axi,1
2901,Saswra,hawAH,3
2902,vi,viXaM,3
2903,nir,snehaH,1
2904,samuwpanna,aBilARaH,1
2905,nAnA,viXAnAm,1
2906,pra,mohena,3
2907,gANdIva,XanvA,1
2908,wapwa,kuMBaH,3
2909,sa,AgrahaM,1
2910,homa,Axim,1
2911,xasyu,rAjaM,3
2912,evaM,prakArayA,1
2913,sarva,xeyAH,1
2914,a,prameyasya,3
2915,nava,yOvanasya,3
2916,waw,nimiwwaM,3
2917,ucca,aXikAriNa,3
2918,yuvan,rAjaH,3
2919,sa,sAgaraH,1
2920,sruwa,woye,1
2921,nir,mamam,1
2922,viSuxXa,rakwaM,1
2923,yaWA,nyAyaM,0
2924,mlAna,kamala,3
2925,anu,mAnya,3
2926,yaWA,uwsAhaM,0
2927,xagXa,kilbiRAH,1
2928,sarva,BUwAnAm,3
2929,na,carAn,3
2930,SAmaka,gutikAnAm,3
2931,mahA,PalAH,1
2932,upa,AgawaH,0
2933,laGu,prakoRTe,3
2934,naRta,arWAn,1
2935,rUkRa,aruNaM,2
2936,wax,gqhe,3
2937,nI,rasAM,1
2938,mqga,svarAH,1
2939,su,rUpANAm,1
2940,sa,SabxaM,1
2941,vyapewa,BIH,1
2942,SArfga,XanvanaH,1
2943,nI,rasaM,1
2944,kutI,svAmI,3
2945,spanxana,Awmakam,3
2946,Suci,vrawAn,1
2947,na,kiFciwkarAH,3
2948,saha,arWa,1
2949,hqxaya,AmayAH,3
2950,rAjya,lubXena,3
2951,sva,mAyayA,3
2952,Saswra,vaXyaH,3
2953,karAla,xaSanA,1
2954,praSna,uwwarANi,3
2955,uRNa,vIryeNa,1
2956,sa,uwsAham,1
2957,bahu,SruwyA,3
2958,sa,yoXAH,1
2959,rAma,AxInAm,1
2960,saMSuxXa,kilviRaH,1
2961,AvAsa,gqham,3
2962,cinwA,AkrAnwam,3
2963,sva,pAxaM,3
2964,Awma,viSuxZXaye,3
2965,suKa,uRiwAH,3
2966,rAjAjI,nAmnaH,1
2967,puRkara,akRaH,1
2968,pApa,samAcAraH,1
2969,na,vixiwaH,3
2970,a,nimeRam,1
2971,yaWA,xeSaM,0
2972,gamana,uxyoga,3
2973,sarva,kqwyAnAM,3
2974,labXa,varaH,1
2975,inxriya,saMjFiwAH,1
2976,prasanna,BAH,1
2977,awi,BAraH,3
2978,na,AswikaH,3
2979,vivqwa,pOruRaH,1
2980,maNi,banXam,3
2981,nawa,newraH,1
2982,gawa,AyuRaH,1
2983,anwa,ArAmaH,1
2984,yAxavI,mAwaH,1
2985,xur,buxXinA,1
2986,maXya,prAnwe,3
2987,ciraM,aBipannaH,0
2988,sarvva,xuRtAni,3
2989,nir,vixya,3
2990,upapAxiwa,vaswunA,3
2991,karwu,kAma,1
2992,na,vixvAMsaH,3
2993,SarIra,parIkRA,3
2994,prayawna,Axi,1
2995,hqw,AxyEH,1
2996,na,xAhyaH,3
2997,vAri,caraH,3
2998,upariwana,SAyikAnAm,3
2999,upa,nagaram,0
3000,hiwa,boXaH,3
3001,guru,xevasya,3
3002,nir,Awafka,1
3003,vAk,Salyena,3
3004,na,uciwam,3
3005,wapasyA,kAraNawaH,3
3006,svara,anwareNa,3
3007,ni,yukwAni,3
3008,sneha,niwyAH,1
3009,ekAgra,ciwwa,1
3010,sUkRma,yonIni,1
3011,wIvra,karmA,1
3012,awi,ruRtA,0
3013,aSva,ArohaNam,3
3014,agni,xAhena,3
3015,vipanna,aSvaH,1
3016,pra,vIra,3
3017,na,vijFAyamAnO,3
3018,na,rakRakaH,3
3019,na,kRama,3
3020,mahaw,qrRiH,3
3021,vigawa,spqhaH,1
3022,vrawa,agnihowraM,2
3023,muxiwa,manA,1
3024,nyUna,guNa,1
3025,sa,virecane,1
3026,vEnaweya,Axi,1
3027,yoga,saFjFiwam,3
3028,alpa,xoRANi,1
3029,saMyawa,inxriyaH,1
3030,niyawi,xOrbalyam,3
3031,upa,jApaScirAroXaH,1
3032,vimokwu,kAmAH,1
3033,vqwwa,uwsavO,1
3034,bAlya,miwram,3
3035,xur,balAByAm,1
3036,vixXa,SirAH,3
3037,kRINa,karmANaM,1
3038,a,parAjiwaH,1
3039,sa,prArWanam,1
3040,AScarya,yukwaH,3
3041,saMgIwa,mAXuryeNa,3
3042,vana,okasaH,1
3043,Bavaw,puwraH,3
3044,ISvara,aXInam,3
3045,saMpAxana,BAraH,3
3046,yajFa,afgAni,3
3047,nis,SeRAn,1
3048,na,xAne,3
3049,nIda,nirmANam,3
3050,labXa,praSamanaM,1
3051,jAwa,balAH,1
3052,sammAna,samAroha,3
3053,suvirUDa,mUlam,1
3054,kAnwA,xarSanAya,3
3055,axIna,AwmA,1
3056,Sabxa,mAwrakam,3
3057,alpa,buxXayaH,1
3058,jiwa,AwmAnaH,1
3059,xqDa,BakwAH,1
3060,na,Axqwya,3
3061,varRA,AxIn,1
3062,Afgala,BARAyA,3
3063,jIva,yukwaH,3
3064,sahasra,anucaraM,1
3065,pari,hAsAnAm,3
3066,bali,xAnam,3
3067,na,gaNiwA,3
3068,wax,niRTaH,1
3069,sarva,kAFcanaH,1
3070,na,samBavAm,1
3071,maw,prawiniXIn,3
3072,su,muKAH,1
3073,prasikwa,manAH,1
3074,nara,AxIn,1
3075,saha,parivAraH,1
3076,sam,uwsukO,3
3077,rAXA,xevI,3
3078,eka,AkArAH,1
3079,sAXAraNa,mAnavasya,3
3080,mqwa,gajaH,3
3081,ugra,rUpam,1
3082,pawnI,xviwIyaH,1
3083,a,loBaH,3
3084,rAvaNa,AxeH,1
3085,prAjFa,rUpaH,3
3086,xInA,Akqwi,1
3087,mqwaka,snAnam,3
3088,a,wqpwiH,3
3089,mAnava,vANyA,3
3090,agni,praveSena,3
3091,vyAkaraNa,Awmakam,1
3092,kaFcuka,AxinA,1
3093,cawur,viXaM,1
3094,wila,pIdEH,3
3095,aRta,rAwre,2
3096,haswa,muKam,2
3097,kRaya,anwA,1
3098,Sawru,sEnikaH,3
3099,mahA,ojasaH,1
3100,su,svaram,3
3101,sWala,nAmAni,1
3102,mahA,muneH,3
3103,nemi,SabxaH,3
3104,svacCanxa,mqwyuH,1
3105,buxbuxa,SarIrA,1
3106,wkqwa,kqwyaH,1
3107,parokRa,mawiH,1
3108,sa,anunayam,1
3109,vimalA,AxyAH,1
3110,kRawriya,bruvaH,3
3111,sa,rAjakAni,1
3112,nir,XanaH,1
3113,vi,afgAre,1
3114,kqRNa,muKaH,3
3115,na,sanwuRta,3
3116,xurnivAra,awivIryA,1
3117,prawi,akRA,0
3118,Ka,AxayaH,1
3119,prasUwi,kArye,3
3120,na,vyaBicAriNI,3
3121,xIna,AwmA,1
3122,sa,puwrA,1
3123,Cinna,xvEXA,1
3124,prawyURa,kAla,3
3125,saha,uRiwA,1
3126,kurun,jAfgalen,2
3127,vyapanIwa,kalmaRaH,1
3128,karAla,vaxanaH,1
3129,mugXa,akRi,1
3130,waw,gawAH,3
3131,jFAna,AwmakaM,3
3132,jiwa,kroXA,1
3133,na,upaBujyamAnaH,3
3134,sarga,AxeH,1
3135,anu,XAvya,3
3136,kati,paryanwam,3
3137,mukwa,haswam,3
3138,vexa,vAxeByaH,3
3139,na,SruwavawI,3
3140,paFca,prakAraM,1
3141,Arya,kumuxasya,3
3142,jyA,cCexAw,3
3143,SAnwa,mAnasam,1
3144,sa,ariRtam,1
3145,jarA,jIrNeRu,3
3146,vexa,SravasA,1
3147,xuHKa,SIlAH,1
3148,nir,GqNaH,1
3149,cinwA,parAyaNaH,3
3150,manxAra,mUrcCiwe,3
3151,bIBawsa,ceRtiwEH,3
3152,rAjan,XarmaH,3
3153,sa,uwprAsam,1
3154,nir,saMjFA,1
3155,samAhiwa,manas,1
3156,balA,balam,2
3157,sva,kRewram,3
3158,sama,ciwwa,1
3159,sa,SraxXam,1
3160,manxa,cewasaH,1
3161,Cinna,xoRaH,1
3162,labXa,gariRTe,1
3163,BaraNa,mAwreNa,3
3164,pra,SikRaNam,3
3165,gqXrakUta,nAmni,1
3166,maxa,vihvalA,3
3167,SESava,avasWAyAm,3
3168,sapwama,kakRAyAH,3
3169,xvi,jihvaH,1
3170,sa,paFcAlAn,1
3171,jAwa,snehA,1
3172,brahma,parEH,3
3173,sarva,xEvawEH,3
3174,sawkAra,Axi,1
3175,a,lomA,3
3176,Pat,anwena,1
3177,a,xrohaH,3
3178,gamana,samaye,3
3179,paFca,RANi,1
3180,na,sakqw,3
3181,bAbU,mahASayena,3
3182,parivarwiwa,sOkumAryA,1
3183,gawa,kleSaH,1
3184,janman,kuNdalIm,3
3185,pASa,pawiwaH,3
3186,waw,xeSasya,3
3187,viviXa,aBiKyAH,3
3188,mahaw,anuBAva,1
3189,kopa,agniH,3
3190,saM,lagnA,3
3191,kqwa,kAryO,1
3192,karma,niScayam,3
3193,kqSa,kalevaram,3
3194,mArga,cyuwaH,3
3195,mahaw,AwmAnAM,1
3196,nYa,samarWa,3
3197,Awma,upamaH,3
3198,wriMSa,xvarRAH,1
3199,xvi,jAwayaH,1
3200,su,rUpaH,1
3201,prODa,BAvAn,1
3202,SiRta,maryAxayA,3
3203,rajju,haswaH,1
3204,xrAkwara,mahASaya,3
3205,SaTa,buxXinA,1
3206,suKa,xarSanaH,1
3207,sa,Adambaram,1
3208,sawya,anqwe,2
3209,Kinna,manAH,1
3210,janaka,AxayaH,1
3211,suKa,sparSaH,1
3212,paruRa,akRarEH,3
3213,na,suviXAm,3
3214,nis,safgA,3
3215,iwWaM,viXAH,1
3216,awi,paviwram,1
3217,xawwa,ciwwena,1
3218,bahu,BARyaM,1
3219,ucca,sWaleRu,3
3220,kqwa,prayawna,1
3221,piSAca,AxiByaH,1
3222,wvaw,viXeByaH,1
3223,Boga,wqpwaH,3
3224,bali,pITe,3
3225,mahaw,prasAxaH,3
3226,na,kulInAya,3
3227,waw,praxeSasya,3
3228,nimIliwa,newraH,1
3229,waw,muxraNe,3
3230,anu,kroSAn,0
3231,a,XUmEH,3
3232,Awma,kqwen,3
3233,sAXu,xviwIyena,1
3234,wapas,anviwAm,3
3235,brAhmaNa,qRaBAH,3
3236,sarva,kAlam,3
3237,su,sWiraM,3
3238,na,nAWaH,1
3239,saM,SriwAH,3
3240,xevaSarma,nAmakasya,1
3241,maxana,aBirAma,3
3242,yoga,Awmane,3
3243,xur,vqwwAnAM,1
3244,a,prasAxaH,3
3245,snAna,AxeH,1
3246,viprayoga,anwAH,1
3247,BIma,karmA,1
3248,vAkya,saMpannAH,3
3249,gahana,nixrAyAM,3
3250,su,pariciwaH,3
3251,anwa,jyowiH,1
3252,hala,AyuXasya,1
3253,pAwra,apekRINi,3
3254,maraNa,AsannAm,3
3255,unnawa,caraNaH,1
3256,gaja,puMgavaH,3
3257,viyukwa,AwmA,1
3258,nir,jalaH,1
3259,rakwa,varNam,3
3260,vAwa,rogINi,1
3261,aXyAwma,guNaM,3
3262,mahaw,uwsAhena,3
3263,miRta,annasya,3
3264,saMsqRta,yoniH,1
3265,karNa,rogAH,3
3266,asmaw,kAryam,3
3267,sarva,varNAn,3
3268,qRi,vacanam,3
3269,huwa,aSanam,1
3270,huwa,aSanaH,1
3271,kRIra,sarpiH,2
3272,vi,nixrAH,1
3273,waw,nagaram,3
3274,wri,cawureRu,1
3275,saMkalpa,varjanAw,3
3276,yaWA,vaw,0
3277,nivqwwa,roRe,1
3278,su,prasannaH,3
3279,sa,uwwejanam,1
3280,xeva,BUwaM,3
3281,nir,vacanaH,1
3282,ava,ropiwAH,3
3283,sa,sEnyAH,1
3284,anyonya,aBAvaH,3
3285,rAma,ukwam,3
3286,Gora,AkqwiH,1
3287,sam,AnIwa,3
3288,pakva,annAni,3
3289,karNa,sahiwaM,3
3290,bahu,kAlaM,3
3291,uw,CqMKalEH,3
3292,nir,xiRtAH,3
3293,avanawa,SiroBi,1
3294,gqha,ASramI,1
3295,sawwva,sampanna,3
3296,bala,SAlinI,3
3297,xqDa,vrawAH,1
3298,a,brAhmaNaH,3
3299,saw,kqwya,3
3300,aBi,saMwapwaH,3
3301,puRpa,AxiBiH,1
3302,bahu,alIkaH,1
3303,GqNA,rahiwaH,3
3304,SuBa,aBinanxanAni,3
3305,sva,uxaram,3
3306,svaBAva,ramaNIyena,3
3307,wvak,xoRe,3
3308,vAyu,AwmakaH,1
3309,sarva,viXAn,1
3310,suvarNa,Axi,1
3311,mahA,uwsAhAH,1
3312,pra,graheNa,3
3313,jiwa,inxriyAH,1
3314,a,vaXyaH,3
3315,gowra,caraNaM,2
3316,nAraxa,pramuKAH,1
3317,Gana,anXakAraH,3
3318,su,viRANaH,1
3319,saMyawa,AwmA,1
3320,na,Xanam,1
3321,vrawa,lupwAH,3
3322,xvi,viXaH,1
3323,jana,sammarxaH,3
3324,na,saByaH,3
3325,anya,kAryaH,1
3326,sva,kare,3
3327,waWA,viXam,1
3328,saw,puruRAH,3
3329,kAla,kRepam,3
3330,A,gawya,3
3331,kuNda,AxO,1
3332,kqwa,niScayaH,1
3333,wax,AwmAnaH,1
3334,sa,upAlamBam,1
3335,pAyayiwu,kAmena,1
3336,na,vinASinam,3
3337,svAmin,sAMniXyam,3
3338,mUDa,AwmA,1
3339,xqSya,jAwam,3
3340,marwya,saMjFA,1
3341,pari,pUrNa,3
3342,svayaMvara,arWam,3
3343,kuSala,saMvixam,3
3344,pawi,virahiwAm,3
3345,kqRNa,aMgAreNa,3
3346,sa,vismayaM,1
3347,kaluRiwa,pravqwwInAm,3
3348,suKa,xuHKAni,2
3349,nayana,aBirAmA,3
3350,nir,jalAn,1
3351,sa,jIvAni,1
3352,afga,hIne,3
3353,sAmanwa,uciwam,3
3354,nava,saMKyA,3
3355,viSuxXa,koRTasya,1
3356,pari,janeRu,3
3357,su,vixiwaM,1
3358,saha,keSavamn,1
3359,su,svinnam,3
3360,na,kRamA,3
3361,guru,veSmani,3
3362,viXi,pUrvakam,3
3363,guru,varyeNa,3
3364,vinIwa,vAk,1
3365,alpa,SruwEH,1
3366,BAva,viSeRaH,3
3367,Xarma,praXAnaH,1
3368,sawya,parAkramaH,1
3369,wyAga,AwmA,1
3370,nIwi,niRNAwa,3
3371,yaWA,praSnam,0
3372,kAla,yogena,3
3373,buxXi,lAGavAw,3
3374,a,SiRtAn_,3
3375,kamaNdalu,niRafgAya,1
3376,nir,Ananxam,1
3377,labXa,nAmnaH,1
3378,viSuxZXa,AwmA,1
3379,wAra,maXuram,2
3380,cira,prawIkRA,3
3381,vAkya,arWa,3
3382,jFAna,saMmohAw,3
3383,anwar,hiwAH,1
3384,UrxXva,afguRTaH,1
3385,hiraNya,varNaM,1
3386,sa,bAlA,1
3387,kroXa,muKI,1
3388,AsWApana,anuvAsanaM,2
3389,Xana,prApwiH,3
3390,kAla,mohiwaH,3
3391,yAxava,pramuKAH,3
3392,prawi,gqhIwaH,0
3393,suprIwa,mAnasAH,1
3394,an,avApyam,3
3395,viSuxXa,buxXiH,1
3396,sa,sUwreNa,1
3397,jIrNa,wanuH,1
3398,a,nimiRAH,3
3399,sa,vrIdam,1
3400,na,niwya,3
3401,sva,suwAyAm,3
3402,mukwa,saMSayam,1
3403,alpa,kAraNAw,3
3404,wvaw,viXeRu,1
3405,bahu,gAlikAH,3
3406,asmax,ASriwAnAm,3
3407,vigawa,mawsaraH,1
3408,yaWA,uxxeSaM,0
3409,vini,pAwiwaH,3
3410,puRpa,iRuNA,1
3411,xvi,wrAn,1
3412,pApa,AcAraH,1
3413,Xavala,afgaH,1
3414,pUrNa,virAmaM,3
3415,gamBIra,SabxAH,1
3416,sahasra,AvarwwiwAn,3
3417,viciwra,veRaH,3
3418,a,parokRaH,3
3419,gupwa,manwraH,1
3420,anu,banXaM,0
3421,Baya,kampiwa,3
3422,a,vyayaM,1
3423,nir,vaca,1
3424,nir,maryAxaM,1
3425,kRINa,vAhanaH,1
3426,paraM,wapa,1
3427,xur,kalpanAm,3
3428,jiwa,swrIkA,1
3429,KyAwi,AxyAH,1
3430,prajana,AnanxayoH,3
3431,SIwa,qwum,3
3432,islAmabAxa,nAmna,1
3433,xvAxaSan,AwmA,1
3434,saM,pUjiwO,3
3435,sa,rujAw,1
3436,evaM,viXAm,1
3437,acala,prawiRTam,1
3438,mqwyu,xaNdaH,3
3439,A,gaganam,0
3440,nir,aparAXinyAH,1
3441,vikata,parisWiwim,3
3442,a,pravqwwiH,3
3443,nir,apekRANAm,1
3444,sa,vARpa,1
3445,su,wapasaH,1
3446,nIwi,gawiH,3
3447,guru,janam,3
3448,aSmaGana,svexaviXiH,3
3449,parama,xyuwe,1
3450,vexa,Awmane,3
3451,sa,jalAH,1
3452,waw,ASrayaM,3
3453,na,xqSam,3
3454,parA,jewum,3
3455,Bagna,uxyamaH,1
3456,mahaw,uwsave,3
3457,joSI,mahASaya,3
3458,bahu,mawaH,3
3459,xAna,SIlaH,1
3460,kRaya,uxayAH,1
3461,su,puruReRu,3
3462,harwwu,kAmam,1
3463,na,xqRtvA,3
3464,Suci,karmA,1
3465,pqWivI,AxIni,1
3466,nq,aXama,3
3467,uxvigna,manA,1
3468,sarva,yoniRu,3
3469,aXi,BUwaM,0
3470,sannihiwa,manoBavena,1
3471,krIdA,xakReRu,3
3472,pEmpAgacI,nAma,1
3473,xIpwa,nirNayam,1
3474,su,vikramaH,1
3475,sa,XUmaH,1
3476,avAcya,vAxAn,3
3477,nimIliwa,muKaH,1
3478,taNdana,mahAnuBAvaM,3
3479,ahaH,rAwram,2
3480,paxma,wArake,2
3481,paFca,varRa,3
3482,Sakati,cAlaka,3
3483,su,samayaH,3
3484,upa,jAyawe,0
3485,xuHKa,suKe,2
3486,pra,valAH,3
3487,vi,nivarwane,3
3488,waWA,viXi,0
3489,kAla,uxakena,1
3490,payas,wvacaH,2
3491,sixXa,ASramasya,3
3492,kapata,mahiRI,3
3493,mukwa,mUrXajA,3
3494,mAnava,jIvanam,3
3495,prawyURa,samayaH,3
3496,lafGana,AxInAm,1
3497,kurun,nanxanaH,3
3498,ku,xaSAyAm,3
3499,vimukwa,sanxehAH,1
3500,su,svaBAva,3
3501,pariniRTiwa,kAryaH,1
3502,miWyA,AcAraH,1
3503,bahu,mUlyena,1
3504,kqRNa,muKaM,3
3505,sa,SarAsanaH,1
3506,na,SikRiwasya,3
3507,waWA,viXAn,1
3508,sam,AxaraNIyaH,3
3509,nakwam,xivam,2
3510,hema,pifgalaH,1
3511,hariNa,rupeNa,3
3512,parama,Awmani,3
3513,vi,mawsarAH,1
3514,ahaMkAra,kqwaH,3
3515,kula,sanxehaH,3
3516,arWa,lABeRu,3
3517,a,SrowriyaM,3
3518,sawya,saMXe,1
3519,xuHKa,mUrCiwaH,3
3520,uxayAxiwya,nAmA,1
3521,yaWA,kramaM,0
3522,wArkRya,AxiBiH,1
3523,xvi,paxaH,1
3524,na,svAsWyam,3
3525,parama,AwmAnaM,3
3526,ku,puruREH,3
3527,kAla,awIwam,3
3528,vArRika,uwsava,3
3529,waw,buxXayaH,1
3530,sevA,nivqwwa,3
3531,sura,gaNEH,3
3532,sPuriwa,aXaroRTaH,1
3533,prawi,gqhNAwi,3
3534,jAwa,kaNdUM,1
3535,rAjya,aBiReka,3
3536,na,vaSAw,3
3537,pari,wyakwum,3
3538,sa,snehEH,1
3539,jamBa,AxyAH,1
3540,aBi,gawaH,3
3541,sa,XarmA,1
3542,nis,SafkaH,1
3543,nivqwwa,wApAH,1
3544,kRawwriya,wApase,3
3545,viRNu,yukwena,3
3546,mahaw,rAjena,3
3547,gawa,BAryA,1
3548,saMSiwa,AwmanAm,1
3549,pra,Apya,3
3550,pattABiReka,uwsavasya,3
3551,saw,kAryeRu,3
3552,jyowiRa,puswakAni,3
3553,svAmi,samAxiRtA,3
3554,sarpiH,varNaM,1
3555,wIrWa,sWAneRu,3
3556,a,CalaH,1
3557,haswa,gawAm,3
3558,an,AhAryaM,3
3559,kqwa,saMXI,1
3560,axBuwA,sunxaryAH,3
3561,BAryA,sahAyasya,1
3562,viSaxa,vaxana,1
3563,maNdala,AxIni,1
3564,eka,BakwiH,1
3565,hawa,buxZXiRu,1
3566,na,Bexena,3
3567,vi,asuH,1
3568,awi,ASanam,3
3569,nir,guNaM,1
3570,sva,upahArANi,3
3571,wri,vikramAya,1
3572,piwrA,AxIna,1
3573,jaya,arWinaH,3
3574,manwra,BraRtaH,3
3575,canxra,SeKarAya,1
3576,jiwa,ASvAsAH,1
3577,asi,carmavawAM,1
3578,gqha,upavanasya,3
3579,mEwreya,wulyAnAM,3
3580,hqRta,AwmA,1
3581,SoRaNa,AxyEH,1
3582,sapwama,manu,3
3583,awi,velaM,3
3584,para,xeSam,3
3585,aSru,paripluwe,3
3586,xvAxaSa,varRAw,3
3587,sa,rasaM,1
3588,viRaya,AwmakaH,1
3589,priya,cikIrRayA,3
3590,nis,SabxAH,1
3591,SoNiwa,ASrayAH,1
3592,rAwri,cariwam,3
3593,aXi,pawiM,3
3594,SAnwa,vegam,1
3595,viveka,SIlaH,1
3596,pari,KyAwaM,3
3597,ganXa,AxiBiH,1
3598,xaSa,sahasram,1
3599,nir,agniH,1
3600,Asanna,vilayam,1
3601,yaWA,yukwaM,0
3602,na,parivarwiwam,3
3603,ewaw,nAma,3
3604,ugra,svanAH,1
3605,anunaya,sarvasvam,3
3606,waxA,praBqwi,1
3607,Sirovirecana,AxeH,1
3608,para,xarSanAw,3
3609,jiwa,svargaH,1
3610,prawi,laBya,3
3611,anwima,icCAM,3
3612,aBi,muKA,0
3613,rAjahaMsa,samIpam,0
3614,cawuH,muKaM,1
3615,nir,aparAXa,1
3616,nir,JarANAm,1
3617,xuRta,awyAcAriNa,3
3618,mukwa,SApaH,1
3619,SuRka,parNAnAm,3
3620,wulya,vayoBiH,1
3621,pra,unnaweRu,3
3622,na,Orasa,3
3623,labXa,vijFAnAn,1
3624,XAwu,ASrayANAM,1
3625,a,manwram,1
3626,an,qwam,3
3627,pra,sahya,3
3628,praWama,xqRtiH,3
3629,sa,parivAraH,1
3630,miWyA,prawijFaH,1
3631,saM,pUjyaH,3
3632,punaH,Bavam,0
3633,wax,AxiRtam,3
3634,jvAlA,muKI,1
3635,pUrva,upArjiwAnAm,3
3636,pra,supwA,3
3637,rakwa,newra,1
3638,su,kqwimawAM,3
3639,su,xurjFAwaM,3
3640,Sawam,AcAryAH,1
3641,sam,Agawena,3
3642,baxXa,katiH,1
3643,sam,AyukwaH,3
3644,pari,gawe,3
3645,sa,anwaHpuraH,1
3646,SarIra,sampawwiH,3
3647,miwra,pawnI,3
3648,kqpaNa,anusAri,3
3649,maFju,BARiNyAH,3
3650,GUrelAla,AKyena,1
3651,suxurga,nAmni,1
3652,prIwi,saMyukwaM,3
3653,waw,jalam,3
3654,anwaH,AwmA,1
3655,nir,malaM,1
3656,pra,cyavamAnasya,3
3657,saMyawa,inxriyAH,1
3658,su,neyaH,3
3659,parokRa,XarmaH,3
3660,su,kaRtAyAM,3
3661,vigawa,kRaNeRu,3
3662,pIwa,mAruwAH,1
3663,pawra,AhArEH,1
3664,agni,uwpAwam,3
3665,xawwa,varA,1
3666,kaxalI,viSeRA,3
3667,jAwa,balaH,1
3668,cawur,paxaH,1
3669,rasa,jFAnam,3
3670,vijFAna,aBiniveSAw,3
3671,pEmpAgacIna,nAma,1
3672,na,vEXavyam,3
3673,bahu,viXAnAm,3
3674,nANaka,koSam,3
3675,sAhasa,prakqwiH,1
3676,samAkula,cewA,1
3677,praWama,SreNyA,3
3678,kAla,vaSaM,3
3679,safkalpa,praBavAn,1
3680,manuRya,vAcA,3
3681,saha,XanaM,1
3682,asmaw,ciwwA,1
3683,xakRiNa,afgulyA,3
3684,sa,avajFAH,1
3685,yaWA,xeSam,0
3686,agni,kalpAnAm,1
3687,praWama,BAryayA,3
3688,sa,upahAsam,1
3689,parNa,sWaH,3
3690,bahu,xurgA,1
3691,nir,vIryANi,1
3692,gawa,XUmAni,1
3693,sama,buxXiH,1
3694,kRINa,bANO,1
3695,kqwa,kAryaH,1
3696,ABaraNa,haswA,1
3697,sva,aByaswena,3
3698,bAla,haswA,1
3699,an,aBijFAwaM,3
3700,yaw,anusAram,3
3701,guhA,nikRipwaH,3
3702,goXUma,cUrNaM,1
3703,vixyAlaya,CAwreByaH,3
3704,maxa,anXena,3
3705,wri,rasAni,3
3706,varjiwa,rogam,1
3707,saMGarRa,SIlinaH,1
3708,jana,sammarxaM,3
3709,manxa,samIraNa,3
3710,sa,vraNaH,1
3711,mahA,anuBAvAH,1
3712,grahaNI,xoRAH,3
3713,a,prawimaH,1
3714,cAwur,ASramyaM,3
3715,uwwarIya,Axi,1
3716,vaSya,sAXanaH,1
3717,Agamana,mAwram,3
3718,xqDa,AyuXaH,1
3719,prawi,unmuKIm,1
3720,na,klexyaH,3
3721,pApa,yonayaH,1
3722,eka,kaNTena,3
3723,Svewa,kukkutam,3
3724,ekAgra,manasaH,1
3725,Bukwi,mukwaye,2
3726,aBiReka,nAtakam,3
3727,prApwa,kAlam,3
3728,gADa,nimIliwA,3
3729,saM,swavEH,3
3730,kRawaja,AhAraH,1
3731,sUcI,muKaM,1
3732,awi,vqxXasya,3
3733,vyapagawa,saMxehAH,1
3734,xravIBUwa,hqxayaH,1
3735,xvi,paxAM,1
3736,yaWA,svaM,0
3737,vi,jFAwaM,3
3738,a,pAram,1
3739,nyAya,pUrvaM,1
3740,gAnXarva,vivAhe,3
3741,xIpwa,wejasaH,1
3742,manwra,lakRaNam,3
